respondent_grade_level,student_race,student_ethnicity,student_gender,student_ell,student_sp_ed,urbanicity,School Belonging,School Teacher-Student Relationships,School Safety,School Climate,School Engagement,Supportive Relationships,Positive Feelings,Emotion Regulation,Challenging Feelings,School Rigorous Expectations,id
4,White,Latinx,Male,English proficient,General education,City - Large,4,5,4,4,4,5,4,3,4,3,910
4,Native American,Latinx,Male,English proficient,General education,City - Midsize,2,5,3,4,2,5,3,5,5,5,911
4,Asian,Latinx,Male,English proficient,Special education,City - Midsize,4,5,5,5,3,5,4,3,4,5,912
4,Multiracial,Latinx,Female,English language learner,General education,Suburb - Large,4,4,3,3,5,5,4,4,5,4,913
4,White,Not Latinx,Male,English proficient,Special education,Suburb - Large,3,5,3,3,4,5,4,2,4,4,914
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,4,4,4,5,5,4,3,2,5,915
4,White,Latinx,Male,English proficient,General education,City - Large,5,5,4,4,3,3,5,3,5,5,916
4,White,Latinx,Female,English language learner,General education,Suburb - Large,4,4,5,5,4,5,4,4,4,4,917
4,Black,Latinx,Male,English proficient,General education,Rural - Distant,4,1,3,3,2,2,3,3,4,4,918
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,2,2,5,5,3,4,4,919
4,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,2,3,4,5,5,4,5,4,920
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,5,2,2,5,4,4,2,4,5,921
4,White,Latinx,Male,English language learner,General education,Suburb - Large,4,5,3,4,4,5,1,4,4,4,922
4,White,Latinx,Male,English proficient,General education,City - Small,1,2,4,5,3,5,5,3,4,5,923
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,3,3,4,3,5,4,5,4,4,924
4,Asian,Latinx,Male,English language learner,General education,City - Large,3,5,5,4,4,5,5,4,4,4,925
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,5,3,5,5,4,4,4,3,3,5,926
4,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,5,4,4,3,3,4,3,4,927
4,White,Latinx,Male,English language learner,General education,Suburb - Large,2,5,5,4,3,5,4,2,3,4,928
4,Black,Latinx,Male,English proficient,Special education,City - Small,3,4,3,4,4,5,4,3,4,4,929
4,White,Latinx,Female,English language learner,Special education,City - Small,4,5,4,4,2,1,4,3,2,4,930
4,White,Not Latinx,Female,English proficient,General education,Suburb - Midsize,2,5,4,4,3,5,3,2,3,4,931
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,5,4,4,5,4,5,4,3,4,5,932
4,White,Not Latinx,Male,English proficient,General education,City - Large,4,2,3,2,2,4,2,2,2,3,933
4,Black,Not Latinx,Female,English proficient,Special education,Suburb - Large,5,4,3,3,4,2,5,3,3,4,934
4,White,Not Latinx,Female,English proficient,General education,Suburb - Small,5,3,3,4,2,4,3,3,4,4,935
4,Multiracial,Latinx,Female,English proficient,Special education,City - Large,4,2,5,3,5,5,4,3,3,3,936
4,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,5,4,5,4,2,5,5,937
4,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,4,4,5,5,2,4,938
4,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,4,2,4,1,5,2,4,4,5,939
4,White,Latinx,Male,English proficient,General education,Town - Fringe,4,4,4,4,4,5,4,3,3,4,940
4,White,Latinx,Female,English proficient,General education,City - Midsize,4,4,4,4,4,5,4,2,4,4,941
4,Black,Latinx,Male,English proficient,General education,City - Large,4,5,4,4,4,5,4,4,2,4,942
4,Asian,Latinx,Male,English proficient,Special education,Suburb - Large,3,4,4,4,4,5,4,3,3,4,943
4,Asian,Not Latinx,Male,English language learner,Special education,City - Large,4,5,3,3,4,4,4,3,4,3,944
4,Pacific Islander,Latinx,Female,English proficient,General education,City - Large,4,5,3,3,3,5,4,3,2,4,945
4,Asian,Latinx,Female,English proficient,General education,Suburb - Small,3,4,4,4,3,5,3,3,2,3,946
4,White,Latinx,Male,English proficient,General education,Suburb - Large,2,4,5,4,4,5,4,3,4,4,947
4,White,Latinx,Male,English language learner,General education,City - Large,4,2,4,4,5,5,5,3,4,4,948
4,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,4,3,2,4,5,2,3,3,3,949
4,White,Not Latinx,Female,English proficient,General education,City - Large,4,4,4,2,3,5,4,4,3,5,950
4,Multiracial,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,5,4,4,4,2,5,3,2,4,951
4,White,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,3,4,4,1,3,4,4,4,952
4,White,Not Latinx,Male,English proficient,General education,Town - Distant,3,4,4,3,4,5,5,2,4,4,953
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,3,3,5,3,2,5,5,954
4,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,4,4,5,4,4,4,5,955
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,2,4,4,4,5,4,3,1,4,4,956
4,White,Latinx,Male,English proficient,General education,City - Large,2,5,2,4,4,5,4,4,2,5,957
4,White,Latinx,Female,English proficient,General education,City - Large,3,4,4,4,4,4,4,4,3,3,958
4,White,Latinx,Female,English proficient,General education,City - Midsize,4,5,4,2,5,5,5,3,4,4,959
4,Native American,Not Latinx,Male,English language learner,General education,City - Large,2,4,4,4,4,2,1,4,4,4,960
4,Asian,Latinx,Female,English language learner,General education,Suburb - Large,4,5,5,3,3,5,4,4,4,4,961
4,Black,Latinx,Female,English language learner,General education,City - Large,4,3,4,4,4,5,4,4,4,4,962
4,White,Latinx,Male,English proficient,General education,Suburb - Large,2,5,4,4,3,5,4,3,2,5,963
4,Asian,Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,2,4,5,3,2,2,5,964
4,White,Not Latinx,Male,English proficient,General education,City - Small,4,5,4,4,5,1,4,1,3,5,965
4,Multiracial,Not Latinx,Male,English language learner,Special education,Suburb - Large,5,4,3,3,2,5,3,4,2,4,966
4,White,Not Latinx,Female,English proficient,General education,City - Large,4,4,4,4,3,5,4,3,4,5,967
4,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,4,1,4,5,5,4,5,968
4,Black,Not Latinx,Female,English proficient,Special education,City - Small,5,4,2,5,3,5,5,4,4,5,969
4,Black,Not Latinx,Female,English proficient,General education,Suburb - Midsize,4,5,3,4,5,5,3,3,5,4,970
4,Black,Latinx,Female,English proficient,General education,Rural - Fringe,4,3,3,4,3,5,4,3,2,5,971
4,White,Not Latinx,Female,English proficient,General education,City - Small,4,5,3,3,5,5,4,3,4,5,972
4,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,4,4,5,5,3,4,4,973
4,Multiracial,Latinx,Female,English proficient,General education,City - Large,4,4,5,4,4,5,4,3,3,3,974
4,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,2,5,3,4,2,5,4,2,4,5,975
4,Black,Latinx,Male,English proficient,General education,City - Midsize,4,5,5,4,3,4,4,3,2,3,976
4,Pacific Islander,Not Latinx,Male,English language learner,General education,City - Midsize,4,4,3,4,3,5,4,3,4,4,977
4,White,Not Latinx,Female,English language learner,Special education,City - Large,5,3,5,3,4,5,4,3,3,5,978
4,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,4,4,2,5,3,4,5,4,979
4,White,Latinx,Female,English language learner,General education,City - Small,4,4,4,4,4,5,4,4,3,5,980
4,Asian,Latinx,Male,English proficient,General education,Suburb - Large,5,4,4,5,3,5,3,3,4,5,981
4,White,Latinx,Female,English proficient,General education,City - Midsize,4,4,4,3,4,5,4,4,4,4,982
4,White,Latinx,Male,English proficient,General education,City - Large,4,5,3,5,2,4,2,3,5,4,983
4,Black,Not Latinx,Male,English proficient,General education,City - Large,4,3,3,4,2,5,3,3,4,5,984
4,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,2,4,3,1,4,3,4,5,985
4,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,4,4,5,4,3,1,4,986
4,Black,Not Latinx,Male,English proficient,General education,City - Large,4,4,5,5,3,5,3,4,4,5,987
4,White,Not Latinx,Male,English proficient,Special education,City - Large,2,5,4,5,3,5,3,3,3,5,988
4,White,Not Latinx,Female,English proficient,General education,City - Large,4,4,4,3,2,4,3,5,4,4,989
4,Asian,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,3,4,5,5,2,4,4,990
4,White,Latinx,Male,English proficient,Special education,City - Large,4,4,4,4,3,4,2,4,4,4,991
4,Black,Latinx,Female,English proficient,General education,City - Midsize,3,5,3,2,3,5,4,4,3,3,992
4,Native American,Latinx,Female,English proficient,General education,City - Large,5,4,3,5,4,5,4,5,4,5,993
4,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,3,4,5,3,2,3,5,994
4,Asian,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,3,5,3,3,5,5,995
4,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,3,1,5,5,3,3,4,996
4,White,Latinx,Male,English language learner,General education,City - Midsize,2,4,4,4,3,2,3,4,3,4,997
4,White,Not Latinx,Male,English proficient,General education,City - Large,3,4,5,2,4,5,4,5,3,4,998
4,White,Latinx,Female,English proficient,Special education,Rural - Fringe,3,5,4,4,2,5,5,2,3,3,999
4,Black,Not Latinx,Female,English proficient,Special education,City - Midsize,4,3,2,5,4,4,5,4,4,3,1000
5,Black,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,4,3,3,4,4,4,4,4,1001
5,White,Latinx,Male,English proficient,General education,Rural - Distant,4,4,4,4,2,5,4,4,3,5,1002
5,Asian,Not Latinx,Female,English proficient,General education,City - Large,3,4,4,5,3,5,1,5,4,3,1003
5,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,2,3,5,4,3,4,4,1004
5,White,Latinx,Male,English proficient,General education,City - Midsize,4,4,3,3,2,5,2,4,2,4,1005
5,Asian,Latinx,Female,English proficient,General education,Suburb - Large,3,4,3,4,4,4,4,2,4,5,1006
5,White,Latinx,Female,English proficient,General education,City - Large,4,1,1,4,4,4,4,3,3,4,1007
5,Black,Not Latinx,Male,English language learner,General education,City - Large,4,4,4,4,4,5,4,4,4,2,1008
5,Black,Latinx,Female,English proficient,General education,City - Midsize,4,5,3,4,3,4,3,4,2,3,1009
5,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,4,4,5,5,3,5,4,1010
5,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,2,4,3,4,4,5,4,4,4,4,1011
5,Black,Latinx,Female,English language learner,General education,City - Midsize,4,5,4,5,3,5,4,4,3,5,1012
5,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,5,5,2,4,4,4,2,3,4,1013
5,White,Latinx,Male,English proficient,General education,City - Small,2,5,4,3,3,5,5,3,4,4,1014
5,Asian,Latinx,Female,English proficient,General education,City - Small,4,5,2,4,4,4,5,2,4,5,1015
5,White,Latinx,Female,English language learner,General education,City - Large,5,4,5,3,5,5,4,3,2,5,1016
5,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,4,3,5,3,3,5,3,2,4,3,1017
5,Multiracial,Not Latinx,Male,English language learner,General education,Suburb - Large,4,5,4,3,4,5,4,4,3,2,1018
5,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,1,4,2,4,3,5,4,1019
5,White,Latinx,Female,English proficient,General education,City - Midsize,4,3,4,4,2,5,4,3,2,4,1020
5,Asian,Latinx,Female,English proficient,General education,City - Midsize,4,5,4,3,4,5,4,4,3,3,1021
5,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,4,3,4,3,4,1,4,1022
5,Pacific Islander,Latinx,Male,English language learner,General education,Suburb - Large,2,2,4,2,2,3,4,3,4,3,1023
5,White,Latinx,Female,English proficient,General education,City - Small,2,2,4,5,4,5,4,2,4,5,1024
5,White,Not Latinx,Female,English proficient,General education,City - Large,4,3,4,4,3,5,2,3,2,5,1025
5,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,3,5,4,3,4,4,1026
5,Black,Latinx,Male,English proficient,Special education,Suburb - Large,3,1,2,5,4,5,3,5,3,4,1027
5,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,2,3,4,3,4,5,3,4,5,1028
5,White,Not Latinx,Female,English proficient,General education,City - Small,4,4,4,3,4,5,4,5,4,4,1029
5,Asian,Not Latinx,Male,English proficient,General education,Town - Remote,4,3,5,4,3,5,4,4,4,4,1030
5,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,5,3,5,2,4,4,4,1031
5,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,5,4,5,4,2,5,2,1,4,5,1032
5,White,Latinx,Male,English proficient,General education,City - Large,3,5,3,3,3,2,4,3,4,5,1033
5,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,3,2,4,1,4,5,1034
5,Pacific Islander,Not Latinx,Female,English language learner,General education,Suburb - Large,3,4,3,2,3,5,5,4,4,4,1035
5,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,5,3,5,4,5,3,3,4,5,1036
5,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,4,2,5,4,2,4,4,1037
5,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,5,5,5,3,2,4,3,5,4,1038
5,White,Not Latinx,Male,English proficient,General education,Rural - Fringe,4,4,5,3,3,5,4,4,4,5,1039
5,White,Not Latinx,Male,English proficient,General education,Suburb - Large,2,5,3,4,5,5,2,3,3,4,1040
5,White,Not Latinx,Male,English language learner,General education,Suburb - Large,4,5,5,4,3,5,4,5,4,4,1041
5,White,Latinx,Female,English proficient,General education,City - Large,5,4,5,3,3,2,4,3,5,4,1042
5,Asian,Latinx,Male,English proficient,Special education,City - Large,3,3,3,4,3,5,4,4,4,3,1043
5,Multiracial,Latinx,Male,English language learner,General education,City - Midsize,3,3,2,3,3,4,3,3,2,4,1044
5,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,4,5,4,4,5,4,1045
5,Asian,Latinx,Female,English proficient,General education,Rural - Fringe,4,4,4,2,1,4,4,4,2,5,1046
5,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,2,4,4,5,4,3,4,4,1047
5,White,Latinx,Male,English proficient,General education,City - Midsize,4,4,3,4,2,5,3,3,4,4,1048
5,White,Latinx,Female,English proficient,General education,City - Large,4,4,5,5,4,5,4,4,2,5,1049
5,White,Latinx,Female,English proficient,General education,Rural - Fringe,5,3,4,4,2,5,4,2,2,5,1050
5,Black,Not Latinx,Male,English language learner,General education,City - Large,2,3,2,4,5,4,5,4,3,4,1051
5,Asian,Latinx,Female,English proficient,General education,City - Large,4,4,3,3,4,5,4,4,3,4,1052
5,Black,Not Latinx,Female,English proficient,General education,City - Large,3,3,5,4,4,5,4,3,4,3,1053
5,Black,Not Latinx,Female,English proficient,Special education,Suburb - Large,3,5,4,4,4,5,5,4,3,4,1054
5,White,Latinx,Female,English proficient,General education,City - Large,4,5,3,4,3,5,3,4,3,5,1055
5,Black,Latinx,Male,English proficient,General education,City - Large,4,5,4,3,3,4,3,3,4,4,1056
5,Black,Not Latinx,Male,English proficient,General education,City - Small,3,4,5,3,3,5,5,4,4,5,1057
5,Multiracial,Latinx,Female,English proficient,General education,City - Large,4,5,4,4,3,4,4,4,1,5,1058
5,White,Latinx,Female,English language learner,Special education,Town - Distant,5,3,4,4,3,5,4,2,4,4,1059
5,Black,Latinx,Male,English language learner,General education,Suburb - Large,4,5,4,5,3,5,4,3,3,4,1060
5,White,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,4,3,2,5,4,3,4,4,1061
5,White,Not Latinx,Male,English proficient,General education,City - Small,2,4,4,3,5,5,2,3,3,5,1062
5,White,Latinx,Female,English language learner,General education,City - Large,3,4,4,2,4,4,2,3,3,4,1063
5,Multiracial,Latinx,Male,English language learner,General education,City - Large,2,5,2,4,4,4,4,3,4,4,1064
5,White,Latinx,Male,English proficient,General education,City - Midsize,1,3,4,2,3,3,5,3,2,4,1065
5,Black,Not Latinx,Female,English proficient,General education,City - Large,4,5,3,5,4,4,2,2,2,4,1066
5,White,Not Latinx,Female,English proficient,Special education,Suburb - Large,4,4,2,4,3,5,4,2,2,3,1067
5,White,Latinx,Female,English proficient,General education,Suburb - Large,4,2,3,5,4,3,5,4,5,4,1068
5,Black,Not Latinx,Male,English proficient,General education,City - Midsize,3,5,4,4,4,5,4,4,4,4,1069
5,Black,Latinx,Female,English language learner,General education,Suburb - Large,3,5,4,4,4,1,5,5,2,5,1070
5,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,5,4,4,4,5,4,3,4,4,1071
5,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,2,5,3,4,4,4,4,4,3,4,1072
5,White,Latinx,Female,English proficient,General education,City - Midsize,4,2,3,4,4,3,2,4,2,3,1073
5,White,Latinx,Female,English proficient,General education,City - Small,3,4,5,4,3,4,4,4,4,5,1074
5,White,Latinx,Female,English proficient,General education,City - Small,4,2,5,3,3,5,4,3,3,4,1075
5,Black,Latinx,Female,English proficient,General education,City - Midsize,1,4,5,4,3,5,4,3,4,4,1076
5,Asian,Not Latinx,Female,English proficient,General education,City - Midsize,4,4,4,4,2,5,4,5,5,5,1077
5,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,4,4,5,4,4,4,4,1078
5,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,4,5,2,4,3,5,4,3,5,5,1079
5,Black,Latinx,Female,English proficient,General education,City - Large,3,4,4,5,5,2,3,3,3,5,1080
5,Black,Not Latinx,Male,English proficient,General education,City - Midsize,4,3,3,3,4,5,4,3,4,5,1081
5,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,5,5,3,4,1,3,3,4,5,1082
